RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Andreas Stahl,Gilbert Burns,135,-145,135,68.9655,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,28,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,290,456,1270,165,440,769
Juliana Lima,Joanna Jedrzejczyk,285,-315,285,31.746,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,32,26,0,0,0,0,0,0,0,0,0,2.54,0,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,394,-101,1300,2250,1720,245
Steven Siler,Noad Lahat,-210,190,47.619,190,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,11,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,33.75,0.446,1.25,0.375,0.093,3,3,18,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,27,30,1,0,-3,-5,2,-17,0,-1,-1,-5.08,-2.54,-3,-22.75,-1.25,-0.375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,156,325,688,670,360,1005
Conor McGregor,Diego Brandao,-690,560,14.4928,560,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Featherweight,MALE,5,1,0,0,23.6667,0.448,0.3333,2.1667,0.508,3,2,12,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,2,0,37,0.47,0,2,0.4,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,187.96,155,26,27,-1,-2,1,2,-2,8,1,-1,2,-5.08,-15.24,-1,-13.3333,0.3333,0.1667,0,,13,,,,,,,,,,13,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,4:05,245,400,825,1100,650,-170,1000
Gunnar Nelson,Zak Cummings,-840,660,11.9048,660,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Welterweight,MALE,3,0,2,0,16.5,0.39,1,2.5,0.83,2,0,4,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,185,0,3,0,22.3333,0.74,1,1.3333,0.833,3,0,5,0,0,0,1,0,2,0,3,Switch,180.34,182.88,170,25,29,0,-1,-1,-1,0,-1,0,0,-1,2.54,7.62,-4,-5.8333,0,1.1667,0,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2,4:48,588,220,805,,,,
Brad Pickett,Ian McCall,149,-159,149,62.8931,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Flyweight,MALE,3,0,1,0,62.5,0.4,0,1.75,0.245,1,3,12,0,0,0,1,0,0,0,1,Orthodox,165.1,162.56,125,0,1,0,37.2857,0.311,0.2857,1.8571,0.41,2,3,15,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,35,30,0,0,-1,-3,0,-3,0,-1,-1,-2.54,-10.16,5,25.2143,-0.2857,-0.1071,0,3,10,,,,,,,,,,,,10,,,,,,,,,,,,,3,,Blue,U-DEC,,3,5:00,900,220,125,,,,
Norman Parke,Naoyuki Kotani,-460,410,21.7391,410,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Lightweight,MALE,3,2,0,0,10.5,0.35,1.5,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,57,0.39,0,2.25,0.453,3,1,12,1,0,0,3,0,0,0,3,Southpaw,180.34,177.8,155,27,32,-1,0,-3,-3,-1,-7,-1,0,0,-7.62,-10.16,-5,-46.5,1.5,-1.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,3:41,521,-120,677,,,,
Ilir Latifi,Chris Dempsey,-295,265,33.8983,265,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,0,1,0,9,0.08,1,1,0.665,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,205,30,26,0,-1,-1,-1,1,-4,0,0,-1,0,-2.54,4,-9,-1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:07,127,200,425,,,,
Neil Seery,Phil Harris,-155,145,64.5161,145,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Flyweight,MALE,3,2,0,0,15,0.375,0,0.75,0.415,1,3,7,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,1,0,0,47,0.41,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,34,30,-1,0,1,1,-2,4,0,0,0,0,0,4,-32,0,0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,253,175,,,,
Cathal Pendred,Mike King,-130,120,76.9231,120,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,30,0,0,0,0,0,0,0,0,0,5.08,0,-4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,3:33,513,140,257,,,,
Tor Troeng,Trevor Smith,-155,145,64.5161,145,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Middleweight,MALE,3,1,0,0,49,0.52,0.6667,0.6667,0.107,1,2,7,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,1,0,0,7.5,0.53,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,31,33,0,0,0,0,-1,3,0,0,-1,2.54,-5.08,-2,41.5,0.1667,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,401,355,,1170,,485
Cody Donovan,Nikita Krylov,115,-125,115,80,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,19,0.53,0.6667,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,2,0,0,26.6667,0.64,0,0.3333,0.333,1,2,4,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,33,22,1,0,0,0,0,1,0,0,0,0,7.62,11,-7.6667,0.6667,-0.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:57,297,890,723,,,,
Paddy Holohan,Joshua Sampo,225,-245,225,40.8163,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Flyweight,MALE,3,1,0,0,23.5,0.355,2.5,1,0.5,1,1,5,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,125,26,29,-1,0,1,1,-1,5,0,0,1,-15.24,-12.7,-3,23.5,2.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,350,130,,,,
Donald Cerrone,Jim Miller,-240,220,41.6667,220,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,5,0,2,0,26,0.335,1.8235,1.3529,0.492,7,4,39,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,0,3,0,40.7692,0.475,0.3846,0.8462,0.319,4,3,25,0,0,0,3,3,4,0,10,Orthodox,185.42,185.42,155,31,30,0,-1,3,3,-1,14,0,-1,2,-12.7,-5.08,1,-14.7692,1.4389,0.5068,0,7,6,,,,,,,,,6,,,,,,,,,,,,,7,,,,,Red,KO/TKO,Kick,2,3:31,511,265,685,280,500,289,700
Edson Barboza,Evan Dunham,-320,260,31.25,260,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,58.4167,0.373,1,1.3333,0.35,4,5,30,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,38.6667,0.463,0.1111,0.4444,0.222,4,2,20,0,1,1,1,4,0,0,7,Orthodox,180.34,190.5,155,28,32,-1,0,0,0,-3,10,0,-2,1,-2.54,-12.7,-4,19.75,0.8889,0.8889,0,,13,,,,,,,,,13,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,1,3:06,186,175,523,589,1200,180,665
Rick Story,Leonardo Mafra,-300,270,33.3333,270,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,33,0.4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,42.2667,0.402,0.8667,2.3333,0.565,6,6,39,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,25,0,0,-6,-9,5,-36,0,-2,-1,2.54,-2.54,4,-9.2667,0.1333,-2.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2,2:12,432,155,549,600,1378,160,550
Justin Salas,Joe Proctor,-135,125,74.0741,125,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,32.6667,0.343,1.6667,0,0,1,1,7,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,0,1,0,26.6,0.488,0,1.4,0.118,1,2,9,0,0,1,1,1,0,0,3,Southpaw,172.72,177.8,155,32,28,0,0,0,-1,1,-2,0,0,0,5.08,5.08,4,6.0667,1.6667,-1.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,3:27,507,170,290,1095,485,370,718
John Lineker,Alptekin Ozkilic,-345,315,28.9855,315,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Flyweight,MALE,3,1,0,0,43.5,0.27,0,6,0.82,1,1,6,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125,1,0,0,48.1667,0.427,0.3333,0.3333,0.167,4,2,13,0,0,0,1,3,0,0,4,Orthodox,160.02,170.18,135,24,28,0,0,-3,-3,1,-7,0,-3,0,5.08,-5.08,-4,-4.6667,-0.3333,5.6667,0,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3,4:51,891,140,433,1422,1120,100,905
Lucas Martins,Alex White,155,-175,155,57.1429,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Featherweight,MALE,3,0,1,0,20,0.66,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,0,2,0,20.3333,0.41,0.3333,0,0,2,1,5,0,0,0,0,1,1,0,2,Southpaw,182.88,182.88,145,25,25,0,-1,-1,-1,1,-4,0,0,-1,0,-2.54,0,-0.3333,-0.3333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,2:08,728,540,370,842,330,320,170
Gleison Tibau,Pat Healy,-165,155,60.6061,155,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,5,0,0,40.2,0.38,0.4,1.8,0.214,0,5,13,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,1,0,0,21.619,0.352,0.7619,3.381,0.539,3,8,52,0,0,3,5,1,4,0,13,Southpaw,177.8,180.34,155,30,30,-4,0,-3,-13,3,-39,0,-1,-4,5.08,7.62,0,18.581,-0.3619,-1.581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,130,200,550,1150,525,700
Jessamyn Duke,Leslie Smith,120,-130,120,76.9231,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,1,0,0,79,0.32,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,0,0,88.5,0.535,1.5,1,0.33,1,1,6,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,135,28,31,0,0,-1,-1,0,-3,0,0,0,-5.08,-17.78,-3,-9.5,-1.5,-1,0,,14,,,,14,,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,2:24,144,215,155,635,1170,1055,485
Hugo Viana,Aljamain Sterling,230,-250,230,40,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,46,0.51,3,3,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,135,0,1,0,44.25,0.418,0,0,0,2,1,8,0,0,1,1,1,0,0,3,Orthodox,167.64,170.18,135,31,24,0,0,-1,-2,1,-5,0,-1,0,2.54,10.16,7,1.75,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,3:50,830,295,140,1480,405,500,405
Yosdenis Cedeno,Jerrod Sanders,170,-185,170,54.0541,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,1,0,0,26,0.31,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,155,29,34,1,0,0,0,1,-3,0,0,0,0,7.62,-5,-26,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,1,5:00,300,243,170,1450,380,605,630
Claudia Gadelha,Tina Lahdemaki,-560,475,17.8571,475,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,160.02,115,25,26,0,0,0,0,0,0,0,0,0,-5.08,-2.54,-1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,114,436,245,1500,425,2025
Frankie Edgar,BJ Penn,-370,330,27.027,330,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE,5,3,0,0,39,0.567,0.5455,1.1818,0.374,3,10,65,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,0,1,0,60.5333,0.419,0.4,3.0667,0.295,5,5,55,7,0,0,7,2,1,0,10,Orthodox,167.64,172.72,145,32,35,-3,-1,-2,2,-5,10,4,5,3,7.62,5.08,-3,-21.5333,0.1455,-1.8848,0,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,3,4:16,856,-125,750,1230,1350,325,1200
Corey Anderson,Matt Van Buren,-265,245,37.7358,245,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,TRUE,Light Heavyweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,24,28,0,0,0,0,0,0,0,0,0,5.08,-7.62,-4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:01,61,120,454,,,,
Dhiego Lima,Eddie Gordon,-150,140,66.6667,140,7/6/2014,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Middleweight,MALE,4,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,25,30,0,0,0,0,0,0,0,0,0,-5.08,5.08,-5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,1:11,71,200,220,,,,
Derrick Lewis,Guto Inocente,-185,170,54.0541,170,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,205,0,1,0,22,0.81,0,1,1,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,29,28,0,-1,-1,-1,0,-1,0,-1,0,0,-5.08,1,-22,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,3:30,210,450,324,,,,
Justin Scoggins,Dustin Ortiz,-290,260,34.4828,260,7/6/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,45.3333,0.503,0,2.6667,0.423,1,1,9,0,0,1,0,1,0,0,2,Orthodox,165.1,165.1,125,0,2,0,44,0.655,0,4,0.63,2,0,4,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,125,22,25,0,-1,-1,0,-1,5,0,0,0,-5.08,-2.54,-3,1.3333,0,-1.3333,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,13,,Blue,S-DEC,,3,5:00,900,115,395,,,,
Jesse Ronson,Kevin Lee,200,-220,200,45.4545,7/6/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE,3,1,0,0,39,0.27,2,1,0.12,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,195.58,170,2,0,0,45.5,0.47,0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,28,21,1,0,0,0,1,-3,0,0,0,-2.54,12.7,7,-6.5,2,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,280,140,,,,
Jumabieke Tuerxun,Leandro Issa,115,-125,115,80,7/6/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,1,0,0,17,0.31,1,2,0.2,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,1,0,0,12,0.35,2,1,0.11,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,28,30,0,0,0,0,0,-1,0,0,0,0,5.08,-2,5,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3,3:49,829,145,260,,,,
Adriano Martins,Juan Puig,-420,375,23.8095,375,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,145,1,0,0,14.5,0.58,0.5,0.5,0.5,1,1,3,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,31,25,1,0,-1,-1,1,-3,0,0,-1,-2.54,0,6,-14.5,-0.5,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,170,580,,,,
Patrick Walsh,Daniel Spohn,210,-230,210,43.4783,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,193.04,200.66,205,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,180.34,185,25,29,0,0,0,0,0,0,0,0,0,12.7,20.32,-4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,353,297,,,,
Sarah Moras,Alexis Dufresne,210,-230,210,43.4783,7/6/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Catch Weight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,26,23,0,0,0,0,0,0,0,0,0,5.08,2.54,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,241,328,,,,
Chris Weidman,Lyoto Machida,-185,170,54.0541,170,7/5/2014,"Las Vegas, Nevada, USA", USA,Red,TRUE,Middleweight,MALE,5,0,2,0,30.9412,0.541,0.4706,0.8235,0.362,8,4,44,4,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,0,7,0,25.2857,0.463,1,2.1429,0.801,7,0,14,2,0,0,2,3,2,0,7,Orthodox,187.96,198.12,185,30,36,0,-5,1,6,-4,30,2,2,-1,-2.54,-10.16,-6,5.6555,-0.5294,-1.3193,0,3,0,,,,,,,0,,,,,,5,,,,,,,3,,,,,,,Red,U-DEC,,5,5:00,1500,240,475,430,1915,285,360
Ronda Rousey,Alexis Davis,-900,700,11.1111,700,7/5/2014,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Bantamweight,FEMALE,5,0,3,0,49,0.45,1,1,0.553,3,0,9,0,0,1,2,0,0,0,3,Orthodox,167.64,172.72,125,0,3,0,20.3333,0.577,1.3333,2.3333,0.583,3,0,5,3,0,0,0,1,2,0,3,Orthodox,170.18,172.72,135,27,29,0,0,0,0,0,4,-3,-1,-2,-2.54,0,-2,28.6667,-0.3333,-1.3333,0,2,0,,,,0,,,,,,,,,10,,,,2,,,,,,,,,,Red,KO/TKO,Punches,1,0:16,16,645,1850,-280,1385,450,1600
Uriah Hall,Thiago Santos,-310,255,32.2581,255,7/5/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE,3,0,1,0,3.5,0.215,0,0,0,1,1,2,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,0,1,0,35,0.553,0,1.3333,0.303,1,2,7,1,0,0,0,0,0,1,1,Orthodox,182.88,200.66,185,29,30,0,0,0,0,1,-5,-1,0,0,5.08,-7.62,-1,-31.5,0,-1.3333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,249,495,1305,1790,-110,1150
Marcus Brimage,Russell Doane,-115,105,86.9565,105,7/5/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,43,0.5,1,0,0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,135,1,0,0,58.75,0.323,0,0.25,0.25,3,1,10,0,0,1,2,0,0,0,3,Southpaw,162.56,180.34,135,29,27,1,1,-2,-2,1,-8,0,0,1,7.62,-2.54,2,-15.75,1,-0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,200,235,1400,475,450,590
Urijah Faber,Alex Caceres,-705,570,14.1844,570,7/5/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE,3,0,2,0,48.2222,0.528,1.3333,0.2222,0.222,2,4,23,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,1,0,0,44,0.498,0.6667,1.4444,0.371,4,3,26,3,0,0,2,0,4,0,6,Orthodox,167.64,170.18,135,35,26,1,2,-2,-1,-1,-3,-3,0,-2,10.16,15.24,9,4.2222,0.6667,-1.2222,0,11,2,,,,,,,,,,,2,,,,,,,,,,,,,11,,,Red,SUB,Rear Naked Choke,3,1:09,669,167,1185,-105,2540,584,1950
Kenny Robertson,Ildemar Alcantara,115,-125,115,80,7/5/2014,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE,3,0,1,0,31.25,0.463,1.5,3,0.808,2,1,11,0,0,1,1,0,1,0,3,Orthodox,187.96,198.12,185,0,1,0,24.8,0.556,0.6,0.6,0.432,1,3,10,0,0,0,0,0,2,0,2,Orthodox,177.8,187.96,170,30,31,0,0,1,1,2,1,0,0,-1,10.16,10.16,-1,6.45,0.9,2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,220,350,600,814,400
Chris Camozzi,Bruno Santos,-240,220,41.6667,220,7/5/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,12,0.5,1,1,0.08,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,185,2,0,0,46.9,0.429,0.3,0,0,4,4,26,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,27,26,1,0,-4,-6,3,-23,0,-1,-1,-12.7,-17.78,1,-34.9,0.7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,105,495,590,1790,495,1150
George Roop,Rob Font,-185,170,54.0541,170,7/5/2014,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,0,1,0,37.6364,0.37,0.0909,0.7273,0.355,2,6,27,0,0,1,2,2,0,0,5,Orthodox,185.42,182.88,135,32,27,0,-1,-2,-5,6,-27,0,-2,0,-12.7,-2.54,5,-37.6364,-0.0909,-0.7273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:19,139,205,405,480,1465,305,350
